,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,grade,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
3077,1.0,0.1347,237.46,10.858999,9.65,3678.0,17349.0,63.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3078,1.0,0.0963,80.24,10.49127422,22.1,3990.0,2307.0,46.1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3081,1.0,0.1095,425.28,10.84099168,5.69,6810.0,13625.0,41.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3082,1.0,0.1126,32.87,10.96819829,15.41,5279.958333,16302.0,71.8,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3083,1.0,0.1095,163.57,11.35035948,6.54,1979.958333,1496.0,17.2,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3084,1.0,0.0932,364.2,11.58988651,5.48,4499.958333,22602.0,36.3,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3085,1.0,0.1158,99.05,10.81977828,3.89,1650.0,9.0,0.2,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3086,1.0,0.1253,184.07,10.34161344,15.21,1800.0,3795.0,32.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3087,1.0,0.1221,283.18,10.91508846,23.26,3029.958333,6130.0,37.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3091,1.0,0.1095,49.08,11.48242502,7.56,5130.0,9906.0,46.1,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3092,1.0,0.1126,492.95,11.8493977,13.52,4919.958333,29790.0,15.6,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3095,1.0,0.1253,334.67,10.97164063,22.95,2609.958333,16047.0,78.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3097,1.0,0.08,313.37,10.81985828,1.03,3390.958333,2161.0,13.2,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3098,1.0,0.1316,121.58,10.1266311,9.79,1680.0,1898.0,34.5,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0
3099,1.0,0.1158,429.18,10.96819829,9.43,4320.0,12174.0,59.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3100,1.0,0.0963,385.14,11.19547123,9.26,2969.958333,4087.0,23.4,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3103,1.0,0.1221,233.21,9.61580548,2.4,1320.0,3956.0,38.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3104,1.0,0.1126,607.98,11.21446552,8.73,3570.0,19892.0,17.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3105,1.0,0.08,219.36,10.69098991,16.27,5249.958333,14335.0,35.3,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0
3106,1.0,0.1095,327.14,10.40092394,24.88,3726.958333,10462.0,33.9,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
3107,1.0,0.1474,697.65,10.32127641,10.19,2940.0,20167.0,89.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3110,1.0,0.1253,435.07,11.33857208,17.0,4950.0,14750.0,66.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3111,1.0,0.0963,38.52,10.95080655,16.67,2190.0,1203.0,14.9,3.0,0.0,0.0,1.0,1,0,1,0,0,0,0
3112,1.0,0.1284,235.33,10.59653473,8.52,3150.0,311.0,6.8,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0
3113,1.0,0.1189,414.55,11.1844214,0.25,7409.958333,193.0,0.5,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0
3114,1.0,0.1253,167.34,11.04285783,8.95,2790.0,3730.0,66.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3115,1.0,0.0768,265.13,10.25765937,2.23,1499.958333,2204.0,19.2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3116,1.0,0.1221,106.61,10.22557105,14.0,3981.0,3243.0,24.0,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3119,1.0,0.1221,266.52,10.97780715,4.94,4079.958333,8232.0,42.4,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3120,1.0,0.1126,460.09,10.86650919,18.16,2910.0,17558.0,52.7,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3123,1.0,0.1126,410.8,10.858999,12.21,3180.0,12568.0,57.7,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3124,1.0,0.1253,334.67,10.818177,3.37,2626.0,8158.0,31.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3125,1.0,0.1253,281.12,10.77895629,17.95,4590.0,12964.0,72.4,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
3127,1.0,0.1126,295.77,10.08163374,13.76,5400.0,6255.0,34.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3128,1.0,0.1095,261.71,10.04966366,14.46,3510.0,7251.0,25.6,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3129,1.0,0.1221,106.61,9.61580548,16.88,2070.0,6115.0,43.1,3.0,0.0,0.0,1.0,2,0,0,0,0,0,0
3130,1.0,0.1284,605.13,11.20504069,7.69,3217.0,4724.0,78.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3133,1.0,0.1221,666.3,11.15625052,18.46,9840.0,5801.0,11.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3134,1.0,0.1284,336.18,11.03495418,19.49,5219.958333,10890.0,57.0,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3135,1.0,0.1126,591.54,11.69524702,5.99,6689.958333,15371.0,41.7,4.0,0.0,0.0,1.0,1,0,1,0,0,0,0
3137,1.0,0.1284,53.79,10.56100756,2.46,3180.0,2076.0,83.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3140,1.0,0.1126,402.58,10.23981692,14.7,1619.958333,7120.0,31.9,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3141,1.0,0.1537,501.79,10.70772878,12.59,6840.0,19887.0,99.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3142,1.0,0.1392,408.79,11.00209984,23.14,7889.958333,15481.0,96.1,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3143,1.0,0.1347,288.35,11.73606902,14.86,8010.0,27648.0,95.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3144,1.0,0.1221,373.13,10.41930072,5.55,2130.0,14499.0,33.4,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
3145,1.0,0.1095,490.71,11.08214255,5.7,3809.958333,2471.0,15.1,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3146,1.0,0.1126,262.91,10.12647109,0.34,6689.958333,350.0,1.7,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3147,1.0,0.1221,149.92,9.798127037,9.27,7560.0,2143.0,85.7,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
3148,1.0,0.1158,825.34,11.56171563,13.36,4980.0,16101.0,36.9,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3149,1.0,0.1284,484.1,11.01856357,10.21,5310.0,4057.0,28.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3150,1.0,0.1347,325.66,11.70006042,13.99,5817.0,19358.0,31.4,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3151,1.0,0.0768,112.29,11.00209984,0.5,3029.958333,2599.0,9.9,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3152,1.0,0.1221,199.89,10.81134281,23.11,3540.0,22811.0,59.9,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
3154,1.0,0.0751,217.77,10.54534144,17.43,1681.041667,2701.0,9.1,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0
3156,1.0,0.0963,256.76,11.15630766,7.56,3359.958333,9226.0,58.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3158,1.0,0.1284,268.95,10.49127422,8.8,1979.958333,3756.0,85.4,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3159,1.0,0.0963,96.29,10.858999,12.0,4020.0,5689.0,30.0,5.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3160,1.0,0.1253,174.03,10.1266311,12.34,4529.958333,7548.0,53.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3161,1.0,0.1221,99.95,10.91501573,11.89,2651.958333,3503.0,30.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3162,1.0,0.1158,396.17,10.82972862,17.8,3329.958333,6908.0,51.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3164,1.0,0.1189,636.75,11.46163217,7.58,3720.958333,14006.0,20.3,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3165,1.0,0.1126,131.46,10.91508846,2.62,1537.958333,4109.0,23.2,0.0,0.0,0.0,0.0,2,0,0,0,0,1,0
3166,1.0,0.1189,397.97,11.07293102,0.41,3119.958333,411.0,1.9,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3167,1.0,0.0963,96.29,10.71441777,5.36,2279.958333,10222.0,75.3,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3168,1.0,0.1221,183.24,10.4341158,18.0,1710.0,5931.0,31.2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3169,1.0,0.1095,91.6,10.08580911,4.15,2669.958333,1085.0,4.1,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0
3170,1.0,0.1189,505.76,11.40756495,9.44,3029.958333,5137.0,24.2,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
3171,1.0,0.1126,476.52,11.28983191,10.18,4799.958333,25807.0,48.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3173,1.0,0.1221,692.95,11.15625052,16.94,6467.0,14337.0,46.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3174,1.0,0.0932,89.46,10.1266311,23.28,2279.958333,2426.0,21.3,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3176,1.0,0.1253,184.07,10.91348718,17.55,7590.0,19279.0,59.5,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3178,1.0,0.1442,171.92,10.46310334,3.26,1229.958333,4685.0,27.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3179,1.0,0.1505,69.39,9.67501734,20.51,2040.0,4898.0,98.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3180,1.0,0.0963,96.29,10.95080655,8.21,6029.958333,2239.0,4.3,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3181,1.0,0.0768,155.96,11.69524702,7.03,5707.0,2660.0,23.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3182,1.0,0.1411,367.97,10.3072846,14.98,3389.958333,26333.0,77.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3183,1.0,0.1347,101.77,10.77895629,7.08,1320.0,2660.0,66.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
3184,1.0,0.1284,255.5,10.71441777,0.0,1410.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3186,1.0,0.1158,82.54,10.95080655,19.87,4590.0,17125.0,39.1,3.0,0.0,0.0,0.0,0,0,0,0,1,0,0
3189,1.0,0.1379,170.38,10.91508846,19.11,2309.958333,21391.0,87.6,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3191,1.0,0.1189,716.35,10.98529272,6.69,2580.0,2357.0,3.4,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3192,1.0,0.0932,319.47,10.59663473,5.37,4290.0,9580.0,31.5,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0
3193,1.0,0.1158,118.85,10.40426284,23.6,1651.958333,10018.0,48.2,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0
3194,1.0,0.0963,385.14,11.71993963,8.52,4079.958333,14732.0,26.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3195,1.0,0.1158,396.17,11.46167427,3.57,2160.0,14927.0,39.4,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3196,1.0,0.1158,184.88,10.5454467,17.78,2460.0,4440.0,87.1,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0
3198,1.0,0.1126,407.51,10.69638957,7.96,3749.958333,12656.0,71.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3199,1.0,0.1316,506.56,10.81977828,15.36,4559.958333,11078.0,50.6,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1
3200,1.0,0.0768,212.1,10.54828447,22.98,3686.0,3041.0,7.7,3.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3201,1.0,0.08,313.37,11.12197846,6.72,6299.958333,3022.0,16.4,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3202,1.0,0.0768,112.29,10.71441777,2.0,2940.0,3309.0,14.3,2.0,0.0,0.0,0.0,2,0,0,0,0,1,0
3203,1.0,0.1095,98.15,10.30895266,13.32,3059.958333,7099.0,36.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3204,1.0,0.0932,191.69,10.858999,12.48,3420.958333,9608.0,26.8,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3205,1.0,0.1126,328.64,10.4341158,14.93,4980.0,9528.0,35.8,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3206,1.0,0.0932,223.63,10.59653473,0.3,1649.958333,1127.0,11.7,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3207,1.0,0.0932,204.46,10.59663473,24.0,5430.0,30540.0,54.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3208,1.0,0.1158,297.13,11.00209984,15.72,1680.0,23.0,0.1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3209,1.0,0.1347,576.69,11.08214255,7.03,2880.0,18053.0,40.6,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3210,1.0,0.08,206.82,10.59663473,12.39,7980.0,11092.0,39.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3211,1.0,0.1635,254.37,11.31447453,8.97,6329.958333,10085.0,33.5,3.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3212,1.0,0.1126,105.17,10.59653473,0.72,4949.958333,24.0,8.0,5.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3213,1.0,0.1316,159.57,9.680344001,14.55,3449.958333,8085.0,93.5,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3214,1.0,0.1411,308.06,10.81985828,8.21,3449.958333,19696.0,86.8,1.0,0.0,0.0,1.0,2,0,1,0,0,0,0
3215,1.0,0.0932,159.74,11.21182037,14.43,4590.0,1082.0,32.8,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3217,1.0,0.1095,147.22,10.62132735,13.26,2190.0,3596.0,33.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3218,1.0,0.1316,506.56,11.12732181,7.01,4650.0,14380.0,48.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3219,1.0,0.1311,506.18,11.35040654,8.24,3205.041667,10670.0,82.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3220,1.0,0.1411,684.58,11.1844214,23.62,2622.958333,30738.0,76.8,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3221,1.0,0.1126,821.59,11.33857208,7.0,7170.0,6024.0,39.9,3.0,0.0,0.0,1.0,1,0,0,0,1,0,0
3222,1.0,0.1189,198.99,10.81977828,9.77,4590.0,15377.0,50.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3223,1.0,0.1158,184.88,11.08214255,16.84,3749.958333,31983.0,58.3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3225,1.0,0.1126,315.49,10.59653473,23.52,3359.958333,8405.0,42.6,2.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3226,1.0,0.1379,306.68,11.00209984,20.5,6810.0,18454.0,83.9,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3227,1.0,0.1095,327.14,11.35035948,3.81,9420.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3229,1.0,0.1126,558.68,11.08220409,4.41,6570.0,1878.0,7.2,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3230,1.0,0.1442,221.77,10.34174248,20.48,2070.0,18065.0,87.7,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0
3231,1.0,0.1284,487.46,10.54534144,18.66,4921.958333,13168.0,76.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3232,1.0,0.1189,530.63,11.12726298,4.29,3059.958333,10601.0,75.7,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0
3233,1.0,0.1189,315.06,11.08214255,13.85,2190.0,10468.0,52.3,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3234,1.0,0.1189,563.79,10.71441777,19.44,3660.0,9583.0,38.5,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3237,1.0,0.0932,151.75,9.740968623,18.28,2430.0,842.0,6.4,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0
3238,1.0,0.08,156.69,11.08214255,3.77,4230.0,8946.0,44.1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3239,1.0,0.1316,108.07,10.75790288,11.0,3900.0,3371.0,48.2,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
3240,1.0,0.0963,385.14,10.49127422,15.0,5880.0,20328.0,38.1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3241,1.0,0.1253,117.14,10.49127422,16.23,1559.958333,3146.0,40.3,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0
3242,1.0,0.1158,237.7,11.35040654,0.41,4770.0,1533.0,16.3,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3243,1.0,0.1474,189.96,11.50962001,14.35,3330.0,18659.0,91.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
3244,1.0,0.1158,330.14,11.03488966,24.62,9091.0,22607.0,57.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3246,1.0,0.16,351.58,10.49127422,20.2,4169.958333,25274.0,93.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3247,1.0,0.08,188.02,10.59663473,13.23,3960.0,11965.0,58.9,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3248,1.0,0.0932,319.47,10.07323033,10.08,3540.0,8596.0,29.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3250,1.0,0.1411,444.98,11.06663836,19.03,4020.0,17902.0,94.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3252,1.0,0.1158,132.06,10.89673933,3.44,3540.0,4833.0,27.6,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3253,1.0,0.1632,346.08,10.81977828,12.41,2850.0,13840.0,80.9,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3254,1.0,0.1189,596.96,11.3736634,19.71,3089.958333,25525.0,58.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3255,1.0,0.0768,155.96,10.30895266,7.72,8250.0,14263.0,21.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3256,1.0,0.1158,495.21,10.37349118,4.8,2369.958333,15531.0,43.1,5.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3257,1.0,0.0932,287.53,11.56171563,20.33,5340.0,18590.0,22.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3260,1.0,0.1158,165.07,10.77895629,0.38,3510.0,536.0,7.8,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3261,1.0,0.1284,201.71,10.46310334,24.27,1619.958333,6088.0,40.3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3262,1.0,0.0768,187.15,10.73639668,16.43,3839.958333,6694.0,8.7,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3263,1.0,0.0963,465.37,11.23321156,15.41,5669.958333,5270.0,27.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3264,1.0,0.1284,403.42,11.56171563,9.77,5048.0,2670.0,33.4,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3265,1.0,0.1726,465.2,10.81977828,16.08,3180.0,27431.0,83.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3268,1.0,0.0932,204.46,11.60823564,0.0,7260.0,3006.0,6.8,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3270,1.0,0.1126,315.49,10.91508846,2.9,7019.958333,7832.0,75.3,3.0,0.0,0.0,0.0,2,0,0,0,0,0,1
3271,1.0,0.1284,672.36,11.91839057,10.18,6629.958333,22139.0,43.8,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3272,1.0,0.1284,188.27,10.30895266,2.08,4139.958333,3859.0,38.6,3.0,0.0,0.0,1.0,2,0,0,0,0,0,0
3274,1.0,0.0932,159.74,10.20359214,1.56,7829.958333,1303.0,23.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3275,1.0,0.1253,160.64,10.1266311,12.53,2850.0,19939.0,69.7,2.0,0.0,0.0,0.0,2,0,0,0,0,1,0
3276,1.0,0.1095,376.21,10.64026877,20.42,3119.958333,5989.0,33.6,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3277,1.0,0.08,250.69,10.91508846,13.51,3089.958333,8507.0,13.0,2.0,0.0,0.0,0.0,2,1,0,0,0,0,0
3279,1.0,0.1316,607.87,10.71774556,18.82,1979.958333,17833.0,66.1,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3280,1.0,0.1316,236.4,10.50506754,22.32,4859.958333,15394.0,95.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
3281,1.0,0.0894,222.41,9.621787552,12.17,4470.0,6103.0,34.5,2.0,0.0,0.0,1.0,2,0,0,0,0,0,0
3282,1.0,0.1537,348.47,10.59663473,24.21,1728.0,13212.0,71.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3285,1.0,0.08,75.21,10.89673933,12.42,3059.958333,3501.0,7.6,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
3286,1.0,0.08,31.34,10.30895266,9.04,3449.958333,1928.0,7.4,2.0,0.0,0.0,0.0,2,0,0,1,0,0,0
3287,1.0,0.1316,506.56,12.3883942,0.94,8459.958333,15083.0,45.7,2.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3288,1.0,0.1379,224.9,10.57131693,23.19,2279.958333,8799.0,55.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3289,1.0,0.0932,89.46,11.00209984,10.1,5613.958333,3185.0,2.9,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3290,1.0,0.1316,151.97,10.96819829,2.13,2040.0,4824.0,38.3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3291,1.0,0.1316,135.09,10.71441777,20.64,1440.0,13708.0,76.6,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3292,1.0,0.1189,198.99,9.998797732,14.73,1619.958333,3001.0,53.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3293,1.0,0.1158,759.31,11.19547123,6.38,5309.958333,25051.0,30.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3294,1.0,0.1189,497.46,11.12431747,10.69,2880.0,9111.0,27.4,2.0,0.0,0.0,0.0,2,0,0,0,0,1,0
3295,1.0,0.1347,508.84,11.21753375,11.24,3270.0,7432.0,53.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3296,1.0,0.1568,189.01,10.94130541,20.87,4050.0,10249.0,96.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3297,1.0,0.1411,205.38,11.51292546,2.48,2999.958333,4148.0,54.6,2.0,0.0,0.0,0.0,2,0,0,0,0,0,1
3298,1.0,0.1158,726.3,11.35040654,19.82,5790.0,36112.0,71.2,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3299,1.0,0.1568,533.78,11.02190247,10.98,9870.0,27174.0,39.3,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0
3300,1.0,0.1189,198.99,10.91508846,6.81,4559.958333,9720.0,40.3,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3301,1.0,0.1126,492.95,11.15625052,13.39,5669.958333,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3303,1.0,0.1126,59.16,10.08580911,8.6,1559.958333,2297.0,26.1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0
3304,1.0,0.1379,558.84,11.19670673,17.43,3839.958333,23831.0,62.7,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
3305,1.0,0.1189,431.14,11.40756495,2.64,3540.0,6040.0,27.1,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3306,1.0,0.0963,189.36,10.04324949,8.19,2309.958333,5898.0,57.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3307,1.0,0.1347,508.84,11.17049149,18.84,7920.0,34645.0,61.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3308,1.0,0.1253,502.0,11.56171563,13.78,4410.0,21702.0,46.7,3.0,0.0,0.0,0.0,2,0,0,0,1,0,0
3309,1.0,0.1284,268.95,10.71441777,22.51,3540.0,13450.0,82.0,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3310,1.0,0.08,225.62,10.66886237,9.55,3180.0,9866.0,58.7,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3311,1.0,0.1095,163.57,10.08580911,13.45,9395.0,5274.0,65.9,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3312,1.0,0.1316,337.71,10.91537933,15.94,5340.0,14588.0,94.1,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3315,1.0,0.1126,328.64,11.19821472,6.94,6900.0,11821.0,33.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3317,1.0,0.1253,502.0,11.87059991,16.75,4799.958333,23252.0,68.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3318,1.0,0.0932,159.74,12.14950229,7.69,5999.958333,15732.0,38.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
3319,1.0,0.1442,388.53,10.94150022,22.29,3270.0,16672.0,72.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
3320,1.0,0.1568,700.04,11.66992921,22.02,4889.958333,21873.0,75.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
3321,1.0,0.1158,396.17,10.46307477,15.39,3930.0,16862.0,54.7,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
3322,1.0,0.08,94.01,11.28978191,14.63,2040.0,2238.0,3.0,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
3323,1.0,0.1221,399.78,11.01856357,18.89,4109.958333,17710.0,60.7,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
3324,1.0,0.0963,160.48,11.60823564,11.81,5309.958333,23658.0,46.8,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0
3325,1.0,0.0932,127.79,11.49272276,2.77,3479.958333,12535.0,20.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
3327,1.0,0.0963,320.95,10.97678203,24.57,8849.958333,23607.0,37.5,4.0,0.0,0.0,1.0,1,0,0,0,0,0,0
3328,1.0,0.0963,102.71,9.811372264,20.26,1771.0,6.0,0.3,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
3329,1.0,0.1158,115.55,10.46310334,14.47,2160.0,8716.0,51.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
